step,objective,kl,weighted_aux,reader_lr,seconds
289,0.011862050752824871,0.009771042734669194,0.0020910079052506966,8.478621516714815e-05,37.494787050876766
290,0.011449824062310654,0.009229513372706699,0.00222031116548275,8.467737446554176e-05,34.710059623699635
291,0.011313223595607269,0.009118322204662792,0.0021949007863289413,8.456822564696789e-05,33.421649519819766
292,0.012102440494345501,0.009868050369502201,0.0022343899126843984,8.445876984463332e-05,33.37853580713272
293,0.012896323289169231,0.010765851549565313,0.0021304718368188344,8.43490081949321e-05,39.18797176191583
294,0.012428557192833978,0.010261821384646753,0.00216673532781442,8.423894183743353e-05,37.96021466795355
295,0.01205145907510996,0.009938257092280843,0.0021132016326523406,8.412857191487053e-05,35.83212422532961
296,0.011368499516038355,0.009251642010192502,0.0021168578440756507,8.401789957312768e-05,36.23351996485144
297,0.01253328602615511,0.010414360574959314,0.002118925426288914,8.390692596122936e-05,34.56921078218147
298,0.011413553454985959,0.009403566426425279,0.0020099869652145568,8.379565223132778e-05,36.13670347305015
299,0.011164159870531876,0.009108825396495691,0.0020553350676424556,8.368407953869104e-05,33.45583689631894
300,0.011648399785372021,0.00947860617021942,0.002169794245725517,8.357220904169115e-05,36.35373832611367
301,0.01122917333168516,0.009160016093829403,0.002069156937419698,8.346004190179198e-05,34.546425414737314
302,0.011742082545879384,0.009657092912943926,0.0020849895040765073,8.334757928353721e-05,34.59948202827945
303,0.012070099066477269,0.009878620332380779,0.002191478363967979,8.323482235453825e-05,38.8845304180868
304,0.011639108512099483,0.00956621917978828,0.002072888968130944,8.312177228546212e-05,35.93881655531004
305,0.01178239526143443,0.009700161533136607,0.0020822341378306996,8.300843025001924e-05,36.09774866979569
306,0.0126789416790416,0.01057987967420006,0.0020990624790022928,8.289479742495132e-05,37.57533354079351
307,0.01110646042980079,0.009126147414078443,0.001980312998620717,8.27808749900191e-05,36.179337080102414
308,0.011733460025425302,0.009630361175034708,0.0021030992018131727,8.266666412799016e-05,37.50332377618179
309,0.01122726644098293,0.009181942164433047,0.002045324451036476,8.25521660246265e-05,34.55269126407802
310,0.011994474773018737,0.00991982147231735,0.002074653768181744,8.243738186867242e-05,37.51306427270174
311,0.012599581641552504,0.010521680744566811,0.0020779009254891993,8.232231285184201e-05,34.994654327165335
312,0.012145138239247899,0.010101847490429802,0.002043290385660021,8.220696016880688e-05,40.99474793905392
313,0.011182506732893671,0.009111740368933727,0.002070765886543689,8.20913250171837e-05,34.730415103025734
314,0.011101685031690067,0.009072229080093868,0.0020294556007377077,8.197540859752182e-05,35.529783696867526
315,0.01245854832382065,0.010365360924199048,0.0020931874535814526,8.185921211329079e-05,37.70386723103002
316,0.011860082264320226,0.009788420197491637,0.0020716621079300947,8.174273677086779e-05,34.91139977518469
317,0.011548662041604985,0.009548638651074736,0.002000023360098242,8.162598377952522e-05,34.71142487367615
318,0.011913900489162188,0.00976214966983842,0.0021517502832375315,8.150895435141803e-05,35.02941865194589
319,0.01130890697822906,0.009275613943614078,0.0020332929479828774,8.139164970157132e-05,34.57815063698217
320,0.011371127687425542,0.009297159554176523,0.0020739676176028763,8.127407104786747e-05,34.82666742289439
321,0.011337781745169195,0.009272634724541498,0.0020651473343421736,8.115621961103366e-05,33.18538669962436
322,0.01181864522413889,0.00976747859685485,0.002051166365569039,8.103809661462923e-05,35.94526752596721
323,0.012296566600070946,0.01012290640907892,0.00217366057404852,8.091970328503282e-05,41.29658006038517
324,0.011297936285700416,0.009191313289270432,0.002106622959985719,8.080104085142981e-05,36.26574784889817
325,0.011464991621323861,0.009447745625113094,0.0020172455461997638,8.068211054579944e-05,33.66047325497493
326,0.011893888613712988,0.009883749277390745,0.0020101391280828414,8.056291360290201e-05,39.05848956294358
327,0.011032982762117172,0.00903568515744578,0.001997297962789286,8.044345126026619e-05,34.7997305248864
328,0.01177706365706399,0.009699038764320924,0.0020780252460795754,8.032372475817605e-05,33.284205879084766
329,0.011680495825203252,0.00958483999757047,0.0020956557593441952,8.020373533965821e-05,37.46473054587841
330,0.011255989178607706,0.009261505177728478,0.001994483919219782,8.008348425046893e-05,34.9509040620178
331,0.011017966309736948,0.008981311942028348,0.0020366546423408534,7.996297273908125e-05,34.293526686728
332,0.01174007531199095,0.009616737497780123,0.0021233379778015917,7.984220205667193e-05,33.519686937797815
333,0.011048608793089443,0.008905959695935581,0.0021426494471394565,7.97211734571085e-05,34.64481148822233
334,0.012108641308259394,0.009999157627132348,0.002109483144215402,7.959988819693624e-05,36.20931341825053
335,0.011937450282857753,0.00987488753279869,0.002062562657549868,7.947834753536518e-05,34.67297938093543
336,0.011241580607020296,0.009255709770438372,0.001985871189108359,7.935655273425691e-05,35.95474505610764
337,0.011459224228019593,0.009343801649751017,0.0021154229266973934,7.923450505811163e-05,34.97762024682015
338,0.010887562966672704,0.00893702633364747,0.0019505361187181266,7.911220577405484e-05,34.51185901183635
339,0.011842210538816289,0.009758392393218933,0.002083817878420002,7.898965615182444e-05,34.69914575526491
340,0.011847666151879821,0.009817060922678533,0.0020306052069133246,7.886685746375722e-05,36.284108366351575
341,0.01126498605458437,0.009279181375811517,0.0019858046196597036,7.874381098477599e-05,37.45789477415383
342,0.011197411333341734,0.009168492974976702,0.0020289185560088087,7.862051799237605e-05,36.36658318899572
343,0.011358877991369809,0.009300102920513632,0.002058774936963011,7.849697976661211e-05,36.08309248602018
344,0.010970846370128129,0.008967365650192958,0.0020034808308521143,7.837319759008498e-05,34.66170413000509
345,0.012115672555410129,0.010145888387621382,0.0019697841868989035,7.824917274792816e-05,35.25447379890829
346,0.011282222373665718,0.009309875801524602,0.0019723465729794463,7.812490652779459e-05,36.16009996365756
347,0.012265923239738186,0.010229914040723414,0.002036008831837407,7.800040021984325e-05,40.55036986479536
348,0.009967044636141509,0.008027046941892744,0.001939997728585419,7.787565511672573e-05,33.8567782221362
349,0.011885279052876285,0.009838965915334254,0.0020463133114643085,7.77506725135729e-05,40.736996308900416
350,0.011439317217082134,0.009409563164920719,0.0020297540954915196,7.762545370798134e-05,34.76724729780108
351,0.011409967446525116,0.009352855302352359,0.0020571120322890935,7.75e-05,34.72096041124314
352,0.011386030169887817,0.009389778694012293,0.001996251716732458,7.73743126921166e-05,34.62850951310247
353,0.011096393415527928,0.009151255662859745,0.0019451371742558287,7.724839308924417e-05,37.49775204109028
354,0.011647063431155402,0.009625587995059212,0.0020214751913843515,7.712224249870742e-05,34.54533846490085
355,0.011409523058546256,0.009372951384327484,0.002036571871185445,7.69958622302293e-05,36.4266265979968
356,0.011574124968319666,0.009543185597609546,0.0020309393818200416,7.686925359591727e-05,33.57949630729854
357,0.011239009912969777,0.009203307251663533,0.002035702169277984,7.674241791024979e-05,34.861779428087175
358,0.011763127020458342,0.009729456178542468,0.002033671272011014,7.661535649006254e-05,36.088701754808426
359,0.011503982411340985,0.009373319605993911,0.0021306629464496467,7.648807065453489e-05,40.56873917859048
360,0.011561889301447081,0.009478672836659095,0.0020832168974557106,7.636056172517613e-05,35.07061491999775
361,0.010828772814420518,0.008767926510206228,0.0020608463276803163,7.62328310258117e-05,34.66711928881705
362,0.011521860364609893,0.009503022872269338,0.002018837633331213,7.61048798825696e-05,34.446284908335656
363,0.010272713913764164,0.00828558583574431,0.0019871281805848434,7.597670962386643e-05,35.553810181096196
364,0.010903599237735762,0.008869622206769468,0.0020339765492564175,7.58483215803938e-05,34.5685522290878
365,0.011165903848450398,0.009200840019002647,0.001965063857846336,7.571971708510427e-05,41.3663994083181
366,0.01175699983650702,0.009664745309105062,0.002092254023436161,7.55908974731978e-05,34.898466989863664
367,0.011476861573100905,0.009459511544427888,0.002017349661025211,7.546186408210761e-05,39.0181059432216
368,0.011969380661412288,0.00990567821701851,0.0020637023883938897,7.533261825148654e-05,34.670073591172695
369,0.011006869368429761,0.009039243527476069,0.0019676252942496383,7.52031613231929e-05,34.86334691103548
370,0.010940305124677252,0.009027707667156687,0.0019125976365302027,7.507349464127677e-05,34.70621847035363
371,0.015879195869274554,0.013763266214292727,0.0021159300023516387,7.494361955196587e-05,37.38338362937793
372,0.010909864522545831,0.008952155878934035,0.00195770892413706,7.481353740365167e-05,34.52103958558291
373,0.011545912619112642,0.009477535997340036,0.0020683759667633897,7.46832495468754e-05,34.16878814296797
374,0.011876543750986457,0.00983951777716254,0.0020370256780021527,7.455275733431395e-05,34.66933806659654
375,0.01182529087191142,0.009715650625428389,0.002109640107244113,7.442206212076589e-05,34.68334187800065
376,0.011930693523027003,0.00986913388792147,0.0020615588131590312,7.429116526313744e-05,34.7491877139546
377,0.012428192214429146,0.010383591251729727,0.0020446012246860537,7.416006812042828e-05,36.09321066690609
378,0.012350304594292538,0.010294376399211129,0.0020559279764921926,7.402877205371748e-05,36.30603062920272
379,0.011076598393628956,0.00898183591701121,0.002094762722572733,7.389727842614945e-05,34.97349074622616
380,0.011134179339933326,0.009097243592665994,0.0020369357409810844,7.376558860291966e-05,37.58616477018222
381,0.011384712118797324,0.009332723389109386,0.00205198832054917,7.363370395126054e-05,35.97698095580563
382,0.011924659217129374,0.009837605459387857,0.002087053548423627,7.350162584042729e-05,37.7708483627066
383,0.011228869616275006,0.009193409161209806,0.0020354598453991867,7.336935564168363e-05,36.07601682189852
384,0.011239736606512452,0.009173017684914452,0.0020667188138357145,7.323689472828758e-05,35.54556802241132
385,0.011268225245657959,0.0091982430554716,0.002069982343372321,7.310424447547719e-05,34.71338050067425
386,0.011793925606980338,0.009608313429514606,0.002185611731647948,7.29714062604563e-05,37.486608849838376
387,0.010866831315070158,0.008764675344094095,0.0021021562579458405,7.283838146238021e-05,34.809223351068795
388,0.012070890693394176,0.009926743397020755,0.0021441466752661134,7.270517146234132e-05,34.61590119311586
389,0.0119985793764954,0.009889585035084665,0.0021089944061210503,7.257177764335491e-05,36.104108995758
390,0.011786121694512985,0.009671218701654228,0.0021149029487995095,7.243820139034464e-05,37.732670188415796
391,0.012258563603609218,0.010139153084432981,0.002119409952288849,7.23044440901283e-05,34.90939768217504
392,0.010962356730715328,0.008814706775780648,0.0021476493936364817,7.217050713140329e-05,37.35457424772903
393,0.01138488163041984,0.009198924382918755,0.0021859572988035133,7.203639190473233e-05,37.59732246911153
394,0.011463580749477842,0.009343415971453998,0.002120164586143647,7.19020998025289e-05,34.6693722428754
395,0.010990419828885933,0.008892076947020199,0.002098342997992109,7.176763221904287e-05,39.629428047686815
396,0.012066391145708621,0.00992885567417206,0.0021375359854639915,7.1632990550346e-05,36.06981127895415
397,0.011140138029986701,0.009045853972315979,0.002094284144133955,7.14981761943174e-05,34.89848946966231
398,0.010954320332984935,0.00885024464916306,0.002104075440394225,7.136319055062912e-05,34.71469042124227
399,0.011299929399683606,0.009170627671136928,0.002129301326902097,7.12280350207315e-05,34.62340364512056
400,0.011786975562245061,0.009710517972517938,0.0020764574345204906,7.10927110078387e-05,34.7795914420858
401,0.011898271144673345,0.009808785262841496,0.002089485931615992,7.095721991691411e-05,39.51741875614971
402,0.011835824054287514,0.009754729788542834,0.0020810948752262035,7.082156315465574e-05,34.62122728070244
403,0.011218473911185356,0.009103642981138572,0.002114830267764023,7.068574212948169e-05,37.074740869924426
404,0.01071483909709059,0.00864862972975505,0.0020662092695907593,7.05497582515154e-05,38.65203893138096
405,0.010871539670006314,0.008866046145485845,0.0020054934554332026,7.041361293257112e-05,34.84696000395343
406,0.011505225042128586,0.009438900641532435,0.0020663240244883,7.027730758613924e-05,37.34385624108836
407,0.010608018080347392,0.008535598709228131,0.002072418921649177,7.014084362737152e-05,34.062811302021146
408,0.010627893323544413,0.008576404819920997,0.002051488267140696,7.000422247306656e-05,30.036516767926514
409,0.01202853026552475,0.009866885859793027,0.0021616441492595725,6.986744554165488e-05,37.65091587090865
410,0.01145161773001746,0.009310899223344745,0.0021407187646910464,6.973051425318445e-05,36.29821834806353
411,0.011449508321675239,0.009358789317830888,0.0020907188885264665,6.959343002930573e-05,34.809478796087205
412,0.011391107101189846,0.009295398315873555,0.00209570893934508,6.945619429325697e-05,33.61398783419281
413,0.012070659810888174,0.010052858635678922,0.0020178010545293715,6.93188084698495e-05,36.14227845799178
414,0.01139832951776043,0.009297720671479994,0.0021006087613179075,6.918127398545287e-05,34.83071717619896
415,0.011178527565789409,0.009135822789923437,0.0020427050234675306,6.904359226798004e-05,36.09885601885617
416,0.01107244607010216,0.009058142359227393,0.0020143040113768575,6.890576474687263e-05,33.542138452176005
417,0.011103641234512907,0.00895099271321853,0.0021526488393550833,6.876779285308599e-05,36.24171656277031
418,0.011556047998965369,0.009504795886379896,0.002051251786106962,6.862967801907435e-05,35.72952344082296
419,0.011800029787991662,0.009734556473595505,0.0020654739089172613,6.849142167877605e-05,36.47423303313553
420,0.011119937385956291,0.009028034021545062,0.0020919034200825365,6.835302526759847e-05,34.909433860331774
421,0.011785533930378733,0.009664773698314892,0.0021207599865891323,6.82144902224034e-05,39.243736657779664
